Review_ID,Product_Name,Review_Text,Rating
609,Tablet,Waterproof and stylish!,1
610,Smartphone,Waterproof and stylish!,6
611,Headphones,Extremely comfortable for long hours.,4
612,Smartwatch,Exceptional performance!,1
613,Headphones,"Overheats like crazy, unusable!",2
614,Headphones,Charges super fast!,3
615,Smartphone,Stylus works beautifully!,6
616,Smartphone,Extremely comfortable for long hours.,-1
617,Smartphone,Super slow! Regret buying.,1
618,Smartphone,Exceptional performance!,-1
619,Headphones,Notifications are very slow to appear.,6
620,Smartwatch,Noise isolation is perfect!,5
621,Smartwatch,Extremely comfortable for long hours.,2
622,Headphones,Crashed on the first day! Unbelievable.,1
623,Smartwatch,Waterproof and stylish!,6
624,Laptop,Best tablet ever!!!!!!!,-1
625,Headphones,"Poor build quality, broke in a week.",4
626,Laptop,EXCELLENT device. love it!,4
627,Smartphone,,1
628,Tablet,Slow performance and keeps freezing,1
629,Tablet,"Bad product, worst ever!",3
630,Headphones,Noise isolation is perfect!,6
631,Tablet,Best tablet ever!!!!!!!,3
632,Headphones,Garbage! Never buying again!,-1
633,Tablet,Garbage! Never buying again!,2
634,Tablet,,-1
635,Tablet,Waterproof and stylish!,4
636,Tablet,LOVE THE FEATURES! but battery drains fast,5
637,Headphones,Too expensive for the specs it offers.,2
638,Tablet,Super slow! Regret buying.,2
639,Smartphone,"Super fast SSD, boots in seconds!",1
640,Smartwatch,"Too many bugs, very disappointing.",2
641,Tablet,Garbage! Never buying again!,6
642,Headphones,Exceptional performance!,5
643,Smartwatch,Stylus works beautifully!,3
644,Headphones,Crashed on the first day! Unbelievable.,-1
645,Smartwatch,Too expensive for the specs it offers.,2
646,Headphones,Noise isolation is perfect!,3
647,Smartwatch,"Overheats like crazy, unusable!",-1
648,Tablet,"Fast and smooth performance, highly recommend!",6
649,Smartwatch,Very satisfied with the performance.,3
650,Laptop,Absolutely fantastic for reading and browsing.,4
651,Headphones,Sound quality is great! But overpriced.,6
652,Smartwatch,Charges super fast!,6
653,Headphones,Sound quality is great! But overpriced.,2
654,Smartphone,"Speakers are too low, can't hear properly.",6
655,Headphones,Build quality feels cheap.,2
656,Laptop,Build quality feels cheap.,3
657,Headphones,Crashed on the first day! Unbelievable.,4
658,Headphones,Build quality feels cheap.,5
659,Tablet,Best purchase I've made!,-1
660,Tablet,Garbage! Never buying again!,5
661,Smartphone,Crashed on the first day! Unbelievable.,5
662,Smartwatch,"Speakers are too low, can't hear properly.",1
663,Headphones,Too expensive for the specs it offers.,-1
664,Laptop,,1
665,Smartwatch,Slow performance and keeps freezing,-1
666,Smartphone,Slow performance and keeps freezing,5
667,Tablet,Waterproof and stylish!,2
668,Smartphone,Very satisfied with the performance.,2
669,Laptop,LOVE THE FEATURES! but battery drains fast,6
670,Smartphone,"Fast and smooth performance, highly recommend!",-1
671,Laptop,"Too many bugs, very disappointing.",-1
672,Laptop,Best purchase I've made!,-1
673,Smartphone,"Battery lasts barely a day, not worth it.",5
674,Smartphone,Great battery life and amazing camera!,-1
675,Tablet,,2
676,Smartphone,"Speakers are too low, can't hear properly.",6
677,Smartwatch,"Overheats like crazy, unusable!",3
678,Smartphone,"Speakers are too low, can't hear properly.",5
679,Smartwatch,"Camera is outstanding, love it!",4
680,Headphones,"Overheats like crazy, unusable!",5
681,Tablet,Exceptional performance!,1
682,Tablet,Super slow! Regret buying.,4
683,Headphones,Best tablet ever!!!!!!!,6
684,Smartwatch,Great battery life and amazing camera!,3
685,Headphones,Build quality feels cheap.,2
686,Smartwatch,Garbage! Never buying again!,5
687,Headphones,"Too many bugs, very disappointing.",1
688,Tablet,"Camera is outstanding, love it!",-1
689,Tablet,Super slow! Regret buying.,5
690,Tablet,"Poor build quality, broke in a week.",3
691,Smartwatch,,1
692,Laptop,,1
693,Smartwatch,Extremely comfortable for long hours.,-1
694,Smartphone,,4
695,Smartwatch,Extremely comfortable for long hours.,3
696,Tablet,Noise isolation is perfect!,-1
697,Headphones,"Poor build quality, broke in a week.",6
698,Smartphone,"Battery lasts barely a day, not worth it.",4
699,Smartphone,Very satisfied with the performance.,2
700,Headphones,Very satisfied with the performance.,4
701,Tablet,"Battery lasts barely a day, not worth it.",5
702,Smartphone,"Bad product, worst ever!",2
703,Headphones,"Camera is outstanding, love it!",6
704,Smartphone,"Battery lasts barely a day, not worth it.",1
705,Tablet,Waterproof and stylish!,6
706,Smartwatch,Absolutely fantastic for reading and browsing.,6
707,Smartphone,LOVE THE FEATURES! but battery drains fast,2
708,Smartwatch,Crashed on the first day! Unbelievable.,4
709,Headphones,Slow performance and keeps freezing,-1
710,Smartphone,"Camera is outstanding, love it!",3
711,Tablet,"Super fast SSD, boots in seconds!",3
712,Smartphone,Great battery life and amazing camera!,1
713,Laptop,Very satisfied with the performance.,2
714,Smartwatch,Decent sound quality but overpriced,3
715,Tablet,Super slow! Regret buying.,-1
716,Smartwatch,Garbage! Never buying again!,4
717,Smartphone,Decent sound quality but overpriced,1
718,Smartphone,Exceptional performance!,5
719,Smartwatch,Notifications are very slow to appear.,6
720,Smartwatch,Touchpad is very unresponsive.,4
721,Smartwatch,,5
722,Headphones,Build quality feels cheap.,1
723,Tablet,"Camera is outstanding, love it!",2
724,Laptop,Absolutely fantastic for reading and browsing.,5
725,Tablet,Build quality feels cheap.,3
726,Laptop,Build quality feels cheap.,6
727,Smartwatch,Too expensive for the specs it offers.,2
728,Headphones,Best purchase I've made!,4
729,Headphones,Extremely comfortable for long hours.,1
730,Tablet,"Overheats like crazy, unusable!",5
731,Tablet,Notifications are very slow to appear.,3
732,Tablet,Crashed on the first day! Unbelievable.,1
733,Laptop,Slow performance and keeps freezing,1
734,Smartphone,"Poor build quality, broke in a week.",6
735,Headphones,Stylus works beautifully!,4
736,Headphones,"Speakers are too low, can't hear properly.",-1
737,Headphones,Charges super fast!,6
738,Laptop,Best tablet ever!!!!!!!,-1
739,Tablet,Noise isolation is perfect!,1
740,Smartphone,Crashed on the first day! Unbelievable.,1
741,Smartphone,Waterproof and stylish!,1
742,Smartwatch,EXCELLENT device. love it!,4
743,Tablet,LOVE THE FEATURES! but battery drains fast,2
744,Smartwatch,LOVE THE FEATURES! but battery drains fast,3
745,Smartphone,"Camera is outstanding, love it!",2
746,Smartwatch,"Bad product, worst ever!",2
747,Tablet,,1
748,Laptop,,6
749,Laptop,Stylus works beautifully!,3
750,Tablet,Stylus works beautifully!,-1
751,Headphones,"Too many bugs, very disappointing.",5
752,Smartphone,"Speakers are too low, can't hear properly.",3
753,Smartwatch,Super slow! Regret buying.,5
754,Smartphone,Absolutely fantastic for reading and browsing.,2
755,Smartwatch,Stylus works beautifully!,-1
756,Smartwatch,Too expensive for the specs it offers.,1
757,Smartphone,Best purchase I've made!,1
758,Tablet,"Camera is outstanding, love it!",2
759,Tablet,Build quality feels cheap.,3
760,Smartphone,Charges super fast!,2
761,Smartphone,"Fast and smooth performance, highly recommend!",1
762,Headphones,LOVE THE FEATURES! but battery drains fast,-1
763,Smartwatch,Garbage! Never buying again!,1
764,Tablet,Slow performance and keeps freezing,5
765,Tablet,Best tablet ever!!!!!!!,-1
766,Smartwatch,LOVE THE FEATURES! but battery drains fast,-1
767,Tablet,"Super fast SSD, boots in seconds!",3
768,Smartphone,"Too many bugs, very disappointing.",6
769,Smartwatch,Notifications are very slow to appear.,4
770,Tablet,Garbage! Never buying again!,2
771,Smartphone,"Speakers are too low, can't hear properly.",-1
772,Smartphone,"Poor build quality, broke in a week.",1
773,Laptop,Notifications are very slow to appear.,6
774,Laptop,"Bad product, worst ever!",5
775,Smartwatch,Super slow! Regret buying.,6
776,Smartphone,Best tablet ever!!!!!!!,1
777,Laptop,LOVE THE FEATURES! but battery drains fast,3
778,Laptop,Best purchase I've made!,1
779,Smartwatch,Very satisfied with the performance.,5
780,Smartwatch,EXCELLENT device. love it!,3
781,Tablet,Exceptional performance!,3
782,Headphones,,1
783,Smartphone,Waterproof and stylish!,5
784,Smartphone,Crashed on the first day! Unbelievable.,4
785,Laptop,Too expensive for the specs it offers.,6
786,Laptop,,1
787,Headphones,Build quality feels cheap.,6
788,Laptop,"Poor build quality, broke in a week.",-1
789,Smartwatch,EXCELLENT device. love it!,2
790,Tablet,Touchpad is very unresponsive.,5
791,Headphones,Stylus works beautifully!,2
792,Laptop,Build quality feels cheap.,6
793,Smartphone,Super slow! Regret buying.,4
794,Headphones,Build quality feels cheap.,5
795,Laptop,"Battery lasts barely a day, not worth it.",4
796,Tablet,Stylus works beautifully!,4
797,Tablet,"Super fast SSD, boots in seconds!",2
798,Laptop,Exceptional performance!,3
799,Headphones,,3
800,Smartphone,"Too many bugs, very disappointing.",5
801,Laptop,Notifications are very slow to appear.,5
802,Tablet,LOVE THE FEATURES! but battery drains fast,3
803,Headphones,"Battery lasts barely a day, not worth it.",1
804,Tablet,LOVE THE FEATURES! but battery drains fast,1
805,Headphones,Best tablet ever!!!!!!!,2
806,Smartphone,,6
807,Smartphone,EXCELLENT device. love it!,5
808,Tablet,"Too many bugs, very disappointing.",4
809,Smartphone,"Too many bugs, very disappointing.",2
810,Headphones,Touchpad is very unresponsive.,3
811,Smartphone,Crashed on the first day! Unbelievable.,1
812,Smartwatch,Build quality feels cheap.,2
813,Smartwatch,"Speakers are too low, can't hear properly.",6
814,Tablet,Very satisfied with the performance.,-1
815,Headphones,Slow performance and keeps freezing,2
816,Laptop,Waterproof and stylish!,3
817,Smartphone,Best purchase I've made!,3
818,Laptop,Touchpad is very unresponsive.,6
819,Smartphone,Super slow! Regret buying.,5
820,Tablet,Touchpad is very unresponsive.,6
821,Smartphone,Touchpad is very unresponsive.,1
822,Headphones,Slow performance and keeps freezing,6
823,Tablet,"Poor build quality, broke in a week.",3
824,Headphones,"Fast and smooth performance, highly recommend!",2
825,Headphones,Best purchase I've made!,3
826,Laptop,EXCELLENT device. love it!,6
827,Smartwatch,"Fast and smooth performance, highly recommend!",4
828,Headphones,Slow performance and keeps freezing,1
829,Laptop,"Poor build quality, broke in a week.",5
830,Laptop,Build quality feels cheap.,1
831,Smartphone,Waterproof and stylish!,6
832,Smartphone,Too expensive for the specs it offers.,1
833,Smartwatch,Decent sound quality but overpriced,5
834,Laptop,Best tablet ever!!!!!!!,2
835,Smartphone,"Bad product, worst ever!",3
836,Tablet,Best purchase I've made!,1
837,Smartwatch,Exceptional performance!,1
838,Tablet,"Camera is outstanding, love it!",5
839,Smartwatch,Touchpad is very unresponsive.,3
840,Laptop,"Super fast SSD, boots in seconds!",5
841,Smartwatch,Waterproof and stylish!,5
842,Smartwatch,Very satisfied with the performance.,4
843,Tablet,EXCELLENT device. love it!,3
844,Smartphone,Garbage! Never buying again!,-1
845,Headphones,Notifications are very slow to appear.,6
846,Smartphone,Stylus works beautifully!,4
847,Smartwatch,Exceptional performance!,1
848,Headphones,Extremely comfortable for long hours.,5
849,Tablet,Too expensive for the specs it offers.,6
850,Smartwatch,Very satisfied with the performance.,1
851,Laptop,Charges super fast!,-1
852,Tablet,Waterproof and stylish!,2
853,Smartwatch,Notifications are very slow to appear.,1
854,Tablet,"Fast and smooth performance, highly recommend!",-1
855,Smartwatch,Extremely comfortable for long hours.,-1
856,Headphones,Best purchase I've made!,1
857,Smartwatch,Absolutely fantastic for reading and browsing.,4
858,Tablet,Too expensive for the specs it offers.,-1
859,Tablet,"Super fast SSD, boots in seconds!",2
860,Tablet,Touchpad is very unresponsive.,3
861,Smartphone,Garbage! Never buying again!,2
862,Laptop,"Bad product, worst ever!",2
863,Headphones,Waterproof and stylish!,6
864,Tablet,Touchpad is very unresponsive.,5
865,Laptop,Notifications are very slow to appear.,1
866,Headphones,EXCELLENT device. love it!,4
867,Headphones,Build quality feels cheap.,1
868,Headphones,"Camera is outstanding, love it!",5
869,Laptop,"Poor build quality, broke in a week.",6
870,Laptop,"Bad product, worst ever!",2
871,Laptop,Noise isolation is perfect!,3
872,Headphones,"Super fast SSD, boots in seconds!",5
873,Headphones,"Camera is outstanding, love it!",6
874,Laptop,"Speakers are too low, can't hear properly.",4
875,Laptop,Build quality feels cheap.,5
876,Smartphone,Slow performance and keeps freezing,-1
877,Laptop,"Fast and smooth performance, highly recommend!",3
878,Laptop,Super slow! Regret buying.,2
879,Headphones,Crashed on the first day! Unbelievable.,3
880,Smartphone,Exceptional performance!,6
881,Smartwatch,Super slow! Regret buying.,-1
882,Tablet,,-1
883,Smartwatch,"Speakers are too low, can't hear properly.",3
884,Smartwatch,EXCELLENT device. love it!,4
885,Smartphone,Best purchase I've made!,-1
886,Laptop,Sound quality is great! But overpriced.,6
887,Smartwatch,Absolutely fantastic for reading and browsing.,2
888,Smartwatch,Noise isolation is perfect!,6
889,Tablet,"Camera is outstanding, love it!",3
890,Tablet,,1
891,Headphones,Noise isolation is perfect!,-1
892,Smartphone,Sound quality is great! But overpriced.,6
893,Smartphone,,-1
894,Tablet,,5
895,Headphones,Sound quality is great! But overpriced.,1
896,Headphones,Great battery life and amazing camera!,5
897,Laptop,Stylus works beautifully!,4
898,Laptop,Waterproof and stylish!,5
899,Smartwatch,Sound quality is great! But overpriced.,5
900,Smartwatch,Exceptional performance!,4
901,Headphones,Absolutely fantastic for reading and browsing.,1
902,Smartphone,Super slow! Regret buying.,2
903,Laptop,Best tablet ever!!!!!!!,5
904,Laptop,Absolutely fantastic for reading and browsing.,5
905,Laptop,Best tablet ever!!!!!!!,6
906,Smartphone,,6
907,Tablet,"Fast and smooth performance, highly recommend!",1
908,Headphones,EXCELLENT device. love it!,5
909,Tablet,"Bad product, worst ever!",-1
910,Tablet,Exceptional performance!,6
911,Tablet,Charges super fast!,-1
912,Tablet,Great battery life and amazing camera!,2
913,Smartphone,"Battery lasts barely a day, not worth it.",3
914,Headphones,Great battery life and amazing camera!,2
915,Tablet,"Too many bugs, very disappointing.",-1
916,Smartwatch,Great battery life and amazing camera!,-1
917,Headphones,Too expensive for the specs it offers.,6
918,Headphones,Slow performance and keeps freezing,2
919,Smartphone,"Camera is outstanding, love it!",2
920,Headphones,,6
921,Tablet,Garbage! Never buying again!,-1
922,Laptop,EXCELLENT device. love it!,6
923,Tablet,Exceptional performance!,-1
924,Headphones,Build quality feels cheap.,1
925,Laptop,Very satisfied with the performance.,2
926,Headphones,Super slow! Regret buying.,6
927,Smartphone,"Poor build quality, broke in a week.",-1
928,Headphones,"Overheats like crazy, unusable!",4
929,Smartphone,Super slow! Regret buying.,5
930,Headphones,"Speakers are too low, can't hear properly.",5
931,Tablet,Slow performance and keeps freezing,5
932,Headphones,,-1
933,Smartwatch,"Overheats like crazy, unusable!",5
934,Laptop,"Fast and smooth performance, highly recommend!",5
935,Headphones,,2
936,Laptop,Charges super fast!,2
937,Headphones,Decent sound quality but overpriced,2
938,Smartphone,Notifications are very slow to appear.,4
939,Smartwatch,Waterproof and stylish!,4
940,Laptop,Waterproof and stylish!,3
941,Laptop,"Overheats like crazy, unusable!",3
942,Tablet,"Too many bugs, very disappointing.",-1
943,Tablet,Waterproof and stylish!,5
944,Smartwatch,"Bad product, worst ever!",3
945,Smartwatch,"Too many bugs, very disappointing.",3
946,Smartwatch,"Overheats like crazy, unusable!",5
947,Smartwatch,Absolutely fantastic for reading and browsing.,3
948,Tablet,EXCELLENT device. love it!,1
949,Smartphone,"Speakers are too low, can't hear properly.",3
950,Laptop,"Battery lasts barely a day, not worth it.",1
951,Headphones,"Speakers are too low, can't hear properly.",-1
952,Smartphone,Exceptional performance!,-1
953,Tablet,Touchpad is very unresponsive.,2
954,Smartwatch,Crashed on the first day! Unbelievable.,2
955,Headphones,Too expensive for the specs it offers.,6
956,Laptop,Slow performance and keeps freezing,3
957,Tablet,Extremely comfortable for long hours.,4
958,Smartwatch,Slow performance and keeps freezing,5
959,Tablet,,5
960,Tablet,Very satisfied with the performance.,5
961,Headphones,"Camera is outstanding, love it!",3
962,Smartphone,"Super fast SSD, boots in seconds!",2
963,Laptop,"Super fast SSD, boots in seconds!",3
964,Smartphone,Stylus works beautifully!,-1
965,Smartwatch,,2
966,Laptop,Too expensive for the specs it offers.,5
967,Headphones,Sound quality is great! But overpriced.,2
968,Headphones,"Overheats like crazy, unusable!",1
969,Headphones,"Fast and smooth performance, highly recommend!",3
970,Headphones,Great battery life and amazing camera!,5
971,Laptop,Absolutely fantastic for reading and browsing.,3
972,Tablet,"Poor build quality, broke in a week.",6
973,Smartwatch,Great battery life and amazing camera!,2
974,Smartwatch,"Battery lasts barely a day, not worth it.",2
975,Smartphone,Charges super fast!,-1
976,Smartphone,Great battery life and amazing camera!,4
977,Smartphone,Best purchase I've made!,2
978,Smartwatch,,6
979,Tablet,Too expensive for the specs it offers.,-1
980,Headphones,Charges super fast!,6
981,Tablet,Garbage! Never buying again!,1
982,Smartwatch,Too expensive for the specs it offers.,-1
983,Headphones,Touchpad is very unresponsive.,2
984,Laptop,Super slow! Regret buying.,5
985,Tablet,Exceptional performance!,3
986,Headphones,"Super fast SSD, boots in seconds!",4
987,Smartwatch,"Fast and smooth performance, highly recommend!",-1
988,Laptop,Exceptional performance!,5
989,Laptop,Noise isolation is perfect!,5
990,Smartphone,"Too many bugs, very disappointing.",2
991,Smartphone,Garbage! Never buying again!,2
992,Smartphone,Noise isolation is perfect!,1
993,Smartwatch,"Poor build quality, broke in a week.",1
994,Laptop,"Overheats like crazy, unusable!",3
995,Headphones,"Speakers are too low, can't hear properly.",5
996,Smartwatch,Waterproof and stylish!,3
997,Smartwatch,"Camera is outstanding, love it!",-1
998,Tablet,Decent sound quality but overpriced,-1
999,Tablet,"Too many bugs, very disappointing.",3
1000,Tablet,Best tablet ever!!!!!!!,3
1001,Laptop,Touchpad is very unresponsive.,4
1002,Tablet,Touchpad is very unresponsive.,5
1003,Laptop,Charges super fast!,4
1004,Smartwatch,"Too many bugs, very disappointing.",3
1005,Laptop,"Battery lasts barely a day, not worth it.",4
1006,Smartwatch,Best purchase I've made!,2
1007,Tablet,"Speakers are too low, can't hear properly.",-1
1008,Smartphone,"Speakers are too low, can't hear properly.",3
1009,Laptop,Slow performance and keeps freezing,5
1010,Smartphone,Waterproof and stylish!,6
1011,Smartwatch,Waterproof and stylish!,5
1012,Smartphone,LOVE THE FEATURES! but battery drains fast,-1
1013,Smartwatch,Charges super fast!,6
1014,Headphones,Noise isolation is perfect!,6
1015,Smartphone,Slow performance and keeps freezing,3
1016,Tablet,Exceptional performance!,-1
1017,Tablet,Decent sound quality but overpriced,1
1018,Smartwatch,"Speakers are too low, can't hear properly.",3
1019,Tablet,"Camera is outstanding, love it!",1
1020,Smartphone,Touchpad is very unresponsive.,2
1021,Tablet,Slow performance and keeps freezing,6
1022,Tablet,Best purchase I've made!,2
1023,Laptop,"Overheats like crazy, unusable!",4
1024,Smartphone,Super slow! Regret buying.,1
1025,Smartwatch,Charges super fast!,3
1026,Headphones,"Speakers are too low, can't hear properly.",3
1027,Smartwatch,Waterproof and stylish!,5
1028,Headphones,Decent sound quality but overpriced,6
1029,Laptop,Very satisfied with the performance.,4
1030,Laptop,"Bad product, worst ever!",1
1031,Headphones,Slow performance and keeps freezing,2
1032,Smartwatch,"Poor build quality, broke in a week.",1
1033,Laptop,Stylus works beautifully!,4
1034,Headphones,Best purchase I've made!,1
1035,Smartwatch,Best tablet ever!!!!!!!,5
1036,Laptop,Garbage! Never buying again!,3
1037,Tablet,Sound quality is great! But overpriced.,3
1038,Tablet,Exceptional performance!,4
1039,Tablet,Slow performance and keeps freezing,6
1040,Tablet,Touchpad is very unresponsive.,4
1041,Headphones,,-1
1042,Headphones,"Overheats like crazy, unusable!",1
1043,Smartphone,Build quality feels cheap.,5
1044,Tablet,Notifications are very slow to appear.,3
1045,Tablet,,2
1046,Laptop,"Overheats like crazy, unusable!",1
1047,Laptop,Extremely comfortable for long hours.,5
1048,Smartphone,LOVE THE FEATURES! but battery drains fast,1
1049,Tablet,Too expensive for the specs it offers.,3
1050,Smartwatch,Best tablet ever!!!!!!!,3
1051,Laptop,,4
1052,Smartwatch,Decent sound quality but overpriced,5
1053,Smartwatch,Crashed on the first day! Unbelievable.,5
1054,Smartphone,Very satisfied with the performance.,-1
1055,Headphones,"Too many bugs, very disappointing.",2
1056,Smartwatch,"Battery lasts barely a day, not worth it.",5
1057,Smartphone,Decent sound quality but overpriced,2
1058,Smartwatch,Best purchase I've made!,4
1059,Smartwatch,"Fast and smooth performance, highly recommend!",4
1060,Smartwatch,Very satisfied with the performance.,2
1061,Laptop,Crashed on the first day! Unbelievable.,4
1062,Tablet,"Bad product, worst ever!",3
1063,Headphones,Touchpad is very unresponsive.,3
1064,Smartwatch,"Speakers are too low, can't hear properly.",-1
1065,Laptop,"Battery lasts barely a day, not worth it.",1
1066,Tablet,Very satisfied with the performance.,4
1067,Smartphone,"Poor build quality, broke in a week.",6
1068,Smartphone,Great battery life and amazing camera!,2
1069,Laptop,Absolutely fantastic for reading and browsing.,1
1070,Tablet,Garbage! Never buying again!,3
1071,Smartwatch,EXCELLENT device. love it!,4
1072,Headphones,Best purchase I've made!,5
1073,Headphones,Extremely comfortable for long hours.,4
1074,Laptop,Too expensive for the specs it offers.,5
1075,Laptop,Sound quality is great! But overpriced.,5
1076,Laptop,Waterproof and stylish!,3
1077,Headphones,Garbage! Never buying again!,4
1078,Laptop,EXCELLENT device. love it!,3
1079,Smartphone,Extremely comfortable for long hours.,-1
1080,Smartphone,Waterproof and stylish!,6
1081,Laptop,Extremely comfortable for long hours.,5
1082,Laptop,Crashed on the first day! Unbelievable.,4
1083,Tablet,"Overheats like crazy, unusable!",6
1084,Tablet,Very satisfied with the performance.,6
1085,Laptop,"Too many bugs, very disappointing.",3
1086,Smartphone,Best tablet ever!!!!!!!,6
1087,Smartphone,LOVE THE FEATURES! but battery drains fast,2
1088,Tablet,Exceptional performance!,4
1089,Smartphone,,-1
1090,Laptop,Charges super fast!,-1
1091,Laptop,LOVE THE FEATURES! but battery drains fast,4
1092,Smartphone,Garbage! Never buying again!,6
1093,Smartwatch,LOVE THE FEATURES! but battery drains fast,5
1094,Smartwatch,Crashed on the first day! Unbelievable.,1
1095,Smartwatch,Build quality feels cheap.,2
1096,Headphones,Slow performance and keeps freezing,1
1097,Smartphone,Charges super fast!,3
1098,Tablet,Decent sound quality but overpriced,3
1099,Headphones,"Bad product, worst ever!",3
1100,Headphones,Great battery life and amazing camera!,1
1101,Headphones,"Bad product, worst ever!",5
1102,Smartphone,"Super fast SSD, boots in seconds!",3
1103,Headphones,Great battery life and amazing camera!,1
1104,Laptop,Build quality feels cheap.,4
1105,Smartwatch,Crashed on the first day! Unbelievable.,3
1106,Smartwatch,Best tablet ever!!!!!!!,5
1107,Laptop,Waterproof and stylish!,5
1108,Smartwatch,Very satisfied with the performance.,2
1109,Laptop,Great battery life and amazing camera!,3
1110,Tablet,Garbage! Never buying again!,1
1111,Laptop,Charges super fast!,5
1112,Headphones,Waterproof and stylish!,-1
1113,Tablet,Sound quality is great! But overpriced.,2
1114,Tablet,Very satisfied with the performance.,3
1115,Headphones,Garbage! Never buying again!,3
1116,Laptop,EXCELLENT device. love it!,1
1117,Tablet,"Bad product, worst ever!",6
1118,Smartphone,LOVE THE FEATURES! but battery drains fast,4
1119,Smartphone,"Poor build quality, broke in a week.",-1
1120,Headphones,Slow performance and keeps freezing,-1
1121,Smartwatch,Best tablet ever!!!!!!!,1
1122,Headphones,Extremely comfortable for long hours.,6
1123,Tablet,"Super fast SSD, boots in seconds!",-1
1124,Smartphone,Very satisfied with the performance.,-1
1125,Laptop,Very satisfied with the performance.,1
1126,Tablet,Great battery life and amazing camera!,5
1127,Laptop,Decent sound quality but overpriced,2
1128,Smartphone,"Super fast SSD, boots in seconds!",4
1129,Laptop,"Battery lasts barely a day, not worth it.",1
1130,Tablet,Waterproof and stylish!,4
1131,Smartphone,Best purchase I've made!,3
1132,Headphones,"Battery lasts barely a day, not worth it.",3
1133,Tablet,"Bad product, worst ever!",1
1134,Headphones,Touchpad is very unresponsive.,6
1135,Tablet,Too expensive for the specs it offers.,1
1136,Smartwatch,Exceptional performance!,-1
1137,Smartwatch,Crashed on the first day! Unbelievable.,2
1138,Laptop,Stylus works beautifully!,4
1139,Smartwatch,Crashed on the first day! Unbelievable.,5
1140,Headphones,,3
1141,Smartwatch,"Too many bugs, very disappointing.",4
1142,Headphones,Crashed on the first day! Unbelievable.,1
1143,Smartphone,Sound quality is great! But overpriced.,5
1144,Tablet,,5
1145,Smartphone,Crashed on the first day! Unbelievable.,2
1146,Smartphone,Notifications are very slow to appear.,2
1147,Smartwatch,"Overheats like crazy, unusable!",5
1148,Laptop,,5
1149,Tablet,EXCELLENT device. love it!,6
1150,Laptop,Absolutely fantastic for reading and browsing.,6
1151,Smartphone,Decent sound quality but overpriced,3
1152,Headphones,"Overheats like crazy, unusable!",5
1153,Headphones,"Poor build quality, broke in a week.",1
1154,Headphones,"Camera is outstanding, love it!",4
1155,Smartphone,"Overheats like crazy, unusable!",2
1156,Headphones,"Super fast SSD, boots in seconds!",-1
1157,Headphones,Absolutely fantastic for reading and browsing.,2
1158,Tablet,Exceptional performance!,5
1159,Headphones,"Overheats like crazy, unusable!",6
1160,Laptop,Best purchase I've made!,2
1161,Smartwatch,"Camera is outstanding, love it!",3
1162,Smartphone,"Bad product, worst ever!",-1
1163,Headphones,Too expensive for the specs it offers.,3
1164,Headphones,Great battery life and amazing camera!,4
1165,Tablet,Garbage! Never buying again!,3
1166,Tablet,"Super fast SSD, boots in seconds!",-1
1167,Tablet,Sound quality is great! But overpriced.,-1
1168,Tablet,"Poor build quality, broke in a week.",6
1169,Headphones,EXCELLENT device. love it!,2
1170,Laptop,Exceptional performance!,4
1171,Laptop,Absolutely fantastic for reading and browsing.,1
1172,Headphones,"Battery lasts barely a day, not worth it.",-1
1173,Headphones,Super slow! Regret buying.,3
1174,Smartwatch,Noise isolation is perfect!,4
1175,Smartphone,Build quality feels cheap.,-1
1176,Tablet,Sound quality is great! But overpriced.,5
1177,Smartwatch,"Battery lasts barely a day, not worth it.",2
1178,Tablet,Waterproof and stylish!,5
1179,Laptop,Too expensive for the specs it offers.,5
1180,Tablet,Best tablet ever!!!!!!!,4
1181,Tablet,"Battery lasts barely a day, not worth it.",2
1182,Tablet,"Super fast SSD, boots in seconds!",2
1183,Smartphone,Stylus works beautifully!,2
1184,Headphones,"Camera is outstanding, love it!",5
1185,Smartphone,Sound quality is great! But overpriced.,-1
1186,Laptop,Slow performance and keeps freezing,3
1187,Smartphone,Best tablet ever!!!!!!!,6
1188,Smartphone,Absolutely fantastic for reading and browsing.,4
1189,Laptop,Stylus works beautifully!,5
1190,Tablet,Notifications are very slow to appear.,2
1191,Smartwatch,Decent sound quality but overpriced,6
1192,Laptop,Too expensive for the specs it offers.,5
1193,Smartwatch,Great battery life and amazing camera!,5
1194,Smartwatch,"Poor build quality, broke in a week.",-1
1195,Smartwatch,Absolutely fantastic for reading and browsing.,4
1196,Smartphone,Slow performance and keeps freezing,3
1197,Smartphone,Best tablet ever!!!!!!!,4
1198,Headphones,LOVE THE FEATURES! but battery drains fast,-1
1199,Headphones,"Overheats like crazy, unusable!",-1
1200,Headphones,Build quality feels cheap.,6
1201,Tablet,Sound quality is great! But overpriced.,3
1202,Smartwatch,Decent sound quality but overpriced,-1
1203,Laptop,"Camera is outstanding, love it!",-1
1204,Laptop,Garbage! Never buying again!,3
1205,Tablet,Sound quality is great! But overpriced.,3
1206,Tablet,Too expensive for the specs it offers.,6
1207,Smartphone,Build quality feels cheap.,6
1208,Smartwatch,EXCELLENT device. love it!,4
1209,Tablet,Very satisfied with the performance.,2
1210,Tablet,"Battery lasts barely a day, not worth it.",4
1211,Headphones,Slow performance and keeps freezing,5
1212,Smartphone,Waterproof and stylish!,-1
1213,Tablet,Waterproof and stylish!,3
